"Sample","Age","Sex","Ethnicity","DTNEW_2R","DTNEW_3R","DTNEW_4R","DTNEW_5R","DTNEW_10R","DTNEW_17R","DTNEW_18R","DTNEW_29R","DTNEW_30R","DTNEW_47R","DTNew_48","DTNew_53","DTNew_58","DTNew_60","DTNew_61","DTNew_63","DTNew_64","DTNew_67","DTNew_69","DTNew_70","DTNew_71","DTNew_72","DTNew_73","DTNew_77","DTNew_82","DTN","DTP","DTN25","DTP25","DTS_1","DTS_2","DTS_3","DTS_4","DTS_5","DTS_7r","DTS_8","DTS_9","DTS_10","DTS_11","DTS_12","DTS_13","DTS_14","DTS_16","DTS_Mean","FDSR_1","FDSR_2","FDSR_3","FDSR_4","FDSR_5","FDSR_6","FDSR_7","FDSR_8","FDSR_9","FDSR_10","FDSR_11","FDSR_12","FDSR_13","FDSR_14","FDSR_15","FDSR_16","FDSR_17","FDSR_18","FDSR_19","FDSR_20","FDSR_21","FDSR_22","FDSR_23","FDSR_24","FDSR_25","FDSR_26","FDSR_27","FDSR_28","FDSR_29","FDSR_30","FDSR_31","FDSR_32","FDSR_33","FDSR_34","FDSR_35","FDSTotPosDir_Mean","TDASS_1","TDASS_2","TDASS_3","TDASS_4","TDASS_5","TDASS_6","TDASS_7","TDASS_8","TDASS_9","TDASS_10","TDASS_11","TDASS_12","TDASS_13","TDASS_14","TDASS_15","TDASS_16","TDASS_17","TDASS_18","TDASS_19","TDASS_20","TDASS_21","TDASS_22","TDASS_23","TDASS_24","TDASS_25","TDASS_Mean","DRS_1","DRS_2","DRS_3r","DRS_4r","DRS_5","DRS_6","DRS_7","DRS_8r","DRS_9","DRS_10","DRS_11r","DRS_12","DRS_13r","DRS_14r","DRS_15","DRS_Mean","GRIT_1","GRIT_2","GRIT_3","GRIT_4","GRIT_5","GRIT_6","GRIT_7","GRIT_8","GRIT_9","GRIT_10","GRIT_11","GRIT_12","GRIT_Mean","GRIT_PESub_mean","RS_1","RS_2","RS_3","RS_4","RS_5","RS_6","RS_7","RS_8","RS_9","RS_10","RS_11","RS_12","RS_13","RS_14","RS_15","RS_16","RS_17","RS_18","RS_19","RS_20","RS_21","RS_22","RS_23","RS_24","RS_25","RS_26","RS_Mean","TRAITNA_Mean","TRAITPA_Mean","STATENA_Mean","STATEPA_Mean","PSS_Mean","Nurgency","SS","persev","Premed","purgency","Tanx","Sanx","Dep","Eat","Alcfreq","Alcprobs","DrugFreq","Drugprobs","Aspd","Bpd","BMTT_Quit","Pasat_Quit","CMTT_Quit","BxComp","ExtDT"
1,52,1,0,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,3,4,5,5,4.6,5,4.5625,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4.85714285714286,5,5,5,1,5,4,5,2,5,3,5,3,5,3,5,3,5,4,5,2,5,4,5,2,5,5,4,5,4,4,2,3,3,2,4,3.02857142857143,4,4,4,3,4,4,4,5,5,5,5,5,4,3,2,4,4,4,4,5,5,5,4,4,3,3.84,3,3,3,4,2,4,4,4,3,3,3,4,4,2,4,3.53333333333333,5,2,2,5,2,5,3,3,1,5,3,5,3.33333333333333,4.16666666666667,7,7,4,7,7,7,7,7,7,7,1,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6.6,2.4,4,2.26666666666667,4.1,1.9,1.91666666666667,3.16666666666667,2.1,2,2.5,1.23333333333333,1.5,-0.477474165843486,0.538461538461538,2.22967627651589,1.11690277709697,2.62297217519285,NA,NA,0.123280522002636,NA,NA,NA,NA,1.44403913407772
4,25.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,5,2,1,1,3,1,2,1,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223059783335431,NA,-0.735644643210165,NA,1.13668100041373,-0.90852231796777,0.0246739614616394,2.96537263474844,0.984412392271993,0.665426411028928,NA,0.452089597061213,-1.42548868048158,-0.375571475621579,-1.385209263026
2,53,0,0,5,5,5,5,4,4,3,5,4,4,4,3,4,3,5,4,4,4,4,4,4,4,2,3,4,4.33333333333333,4,4.5,3.8,4,5,5,5,5,5,4,5,4,4,4,5,5,5,4.21428571428571,4,5,5,4,4,5,5,2,4,5,4,3,4,4,4,2,4,2,4,2,4,3,4,2,4,3,4,3,3,2,2,4,3,3,3,3.34285714285714,4,4,4,2,3,2,3,4,4,4,3,2,3,4,3,4,4,4,2,3,4,3,3,4,1,3.28,2,2,4,3,3,2,3,4,2,3,4,2,4,3,2,3.06666666666667,4,4,5,5,3,5,4,3,4,3,4,5,4,3.66666666666667,5,7,7,7,6,5,5,4,6,6,3,6,6,6,6,7,7,6,7,6,5,3,6,6,6,7,5.44,2.06666666666667,3.2,1.46666666666667,2.1,1.1,2.33333333333333,1.75,1.5,1.36363636363636,2.57142857142857,-0.304079198891749,2.35,NA,0.538461538461538,-1.16650656482687,-0.340297975261025,-0.211122065206143,-0.204039401473517,-0.978446232137535,-0.676500366848326,NA,NA,NA,NA,0.702956481224089
2,27,0,0,5,5,5,5,5,5,1,5,5,5,5,4,5,2,4,5,5,5,4,4,4,5,4,5,5,4,5,4.4,4.46666666666667,5,4,5,5,5,1,4,5,5,5,5,4,4,5,3.64285714285714,2,3,2,2,4,3,4,2,3,3,4,4,5,1,3,2,4,3,4,3,3,3,4,4,3,3,4,4,4,1,3,4,3,3,1,3.4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,2,4,2,2,3,3,4,3,3,2.44814814814815,5,4,4,2,5,4,4,4,4,5,4,4,3.83333333333333,3.66666666666667,5,6,6,5,6,6,6,6,6,7,4,5,6,6,6,4,6,6,6,5,4,6,6,5,7,7,5.76,1.66666666666667,2.9,1.46666666666667,2.5,1.5,1.91666666666667,2.5,2,2,1.5,-0.709176276673333,2.05,NA,0.230769230769231,-0.790690805468696,-0.340297975261025,-0.211122065206143,-0.204039401473517,-1.14692683024929,-1.1703644131183,NA,NA,NA,NA,0.313376166372171
2,36,0,0,5,5,4,5,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,3,5,1,5,5,4.66666666666667,5,4.7,4.8125,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4.85714285714286,4,4,5,2,4,5,3,1,3,2,2,2,4,1,5,1,4,2,4,3,4,1,5,2,4,4,2,1,2,1,2,4,1,3,2,3.45714285714286,3,2,2,2,2,2,4,3,2,3,3,2,2,2,3,2,1,2,2,3,1,3,1,1,2,1.84,4,4,3,4,4,3,4,3,3,4,3,3,4,2,3,3,5,5,3,1,4,5,4,3,1,5,2,5,3.54545454545455,4.16666666666667,6,6,6,5,7,6,6,6,6,7,6,3,6,6,5,6,6,7,7,6,7,5,6,7,7,7,5.96,1.73333333333333,3.4,1.13333333333333,4.1,1.6,2.41666666666667,3.08333333333333,1.9,1.81818181818182,1.92857142857143,-1.43835101668019,1.3,NA,0.538461538461538,0.456380611357539,-0.340297975261025,-0.211122065206143,-0.204039401473517,0.305816383244647,-0.820853566302294,NA,NA,NA,NA,0.746365937364538
4,23.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,4,5,3,2,2,2,3,2,2,1,1.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19968966216011,NA,-1.06649248323418,NA,-1.5193826437691,0.589615721828774,0.0246739614616394,-0.204039401473517,-1.31494362247628,-1.37726556924689,NA,0.452089597061213,0.560991460055703,0.529336029294584,-1.55566931280306
3,22,1,0,4,5,5,4,5,5,5,5,3,4,2,2,4,4,4,4,4,4,3,4,3,4,5,3,4,4.6,3.8,4.5,3.6875,4,5,5,5,3,4,4,5,5,5,4,5,5,5,4.78571428571429,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4.08571428571429,5,5,4,4,4,3,4,5,4,5,4,4,2,2,1,3,5,4,3,4,5,5,2,2,3,3.56,4,4,1,4,3,2,2,3,3,3,3,3,3,3,4,2.46666666666667,5,4,2,2,4,5,4,3,4,4,3,4,3.83333333333333,4.33333333333333,7,6,4,7,7,5,6,5,7,6,5,4,7,7,6,6,6,7,7,7,7,2,6,6,3,6,5.76,1,3.3,1.13333333333333,2.7,4,14,30,18,21,21,-0.466118030004382,2.3,NA,1,0.544883108741539,1.11690277709697,0.412296497867262,-0.25008094316283,-1.03460643150812,NA,1.31215673413916,-0.969213241521093,-0.665301485481914,0.108118381569372,1.26189838197936
3,22,1,0,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4.8,5,4.9,4.86666666666667,4,5,5,5,5,1,5,5,4,5,5,4,5,5,4.78571428571429,4,3,4,3,4,5,2,3,3,4,2,3,5,2,3,3,4,1,5,4,4,2,3,3,3,4,2,1,3,2,3,3,3,3,3,3.2,5,2,4,4,2,2,3,5,4,3,4,3,3,4,3,2,2,2,3,3,4,4,2,4,4,3.16,3,3,4,2,3,3,1,4,2,3,1,4,3,1,4,2.8,5,4,2,4,2,5,2,4,4,5,2,5,3.63636363636364,4.66666666666667,7,7,7,7,7,7,7,7,7,7,1,3,7,6,6,5,7,7,7,6,7,6,7,5,5,7,6,2.93333333333333,3.6,3.26666666666667,3,24,25,38,15,13,27,0.384430820399922,2.4,NA,2.03174603174603,-0.281229991608536,0.319025243934608,0.412296497867262,-0.25008094316283,-0.523578738899886,NA,1.31215673413916,1.1119279299421,-1.28818791307593,-0.0831074301482002,0.489933810022661
2,64,0,0,5,5,5,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,4.6,4.8,4.4375,4,4,4,4,4,3,3,5,4,4,4,5,4,4,4,2,3,4,3,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,2,3,5,4,3,3,1,3,4,1,5,3,3.42857142857143,5,3,2,2,3,2,2,2,2,2,2,1,1,2,2,3,2,2,3,3,4,3,3,2,1,2.24,3,1,3,4,3,3,3,4,3,3,3,3,4,3,3,3.13333333333333,3,4,3,5,4,4,4,4,4,5,3,4,3.75,3.83333333333333,5,6,6,5,6,6,6,7,6,6,6,5,6,6,5,5,5,6,6,3,7,6,6,6,6,6,5,1.53333333333333,4,1.4,3.5,1.2,2.08333333333333,1.25,1.5,1.90909090909091,1.42857142857143,-0.79019569222965,1.15,NA,0.0384615384615385,-0.790690805468696,-0.340297975261025,-0.211122065206143,-0.204039401473517,0.144757755274181,-0.911635426094116,NA,NA,NA,NA,0.59699478205635
1,31,1,0,5,5,5,5,5,5,5,5,5,4,1,5,5,4,4,5,5,2,2,2,1,5,3,1,4,5,4.8,5,4.06666666666667,5,5,5,3,5,3,3,3,4,4,3,4,4,3,3.28571428571429,4,4,4,2,5,4,5,1,4,4,5,1,5,5,5,2,5,5,5,2,3,2,5,2,4,3,4,5,5,2,2,5,1,5,2,4.02857142857143,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,3,4,5,5,5,4,5,5,5,4.84,3,4,4,4,4,4,3,4,2,1,4,4,4,4,4,3.33333333333333,5,5,4,4,4,5,4,5,1,4,2,5,4.33333333333333,4,6,7,7,5,7,7,6,6,4,7,1,5,7,7,7,7,7,5,5,4,7,7,6,7,6,7,5.88,1.33333333333333,3.3,1.06666666666667,3,0.8,1.66666666666667,1.58333333333333,1,2.27272727272727,1.07142857142857,0.9,1.5,-0.991813411808859,0.115384615384615,-1.10734309195861,-0.587471042452782,-0.471088129025767,NA,NA,-1.18173656493721,NA,NA,NA,NA,1.19090402099584
4,30.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,2,4,4,5,3,3,3,3,5,4,3.21428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.285682407485018,NA,0.753170636897923,NA,0.0742555427405948,2.1345963902737,0.601427810627459,0.221292146944019,-0.0600028331491576,0.748474344812117,NA,0.452089597061213,-2.41213283039834,-0.967937890583901,0.260125384441204
3,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,1,4,3,1,1,2,4,4,2,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182037294446154,NA,NA,NA,-0.790690805468696,-0.725721547271093,0.601427810627459,0.221292146944019,-0.666718242619278,0.522972299440321,NA,0.452089597061213,-2.53539738993441,-1.0455059139221,-0.393560706566731
1,53,0,0,5,5,5,5,4,4,2,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4.8,4.2,4.625,4,4,4,5,3,4,3,3,4,5,5,5,5,4,4.42857142857143,2,3,5,1,4,5,5,1,4,3,5,4,4,5,5,2,4,5,5,3,5,5,3,2,4,5,4,5,5,4,2,3,3,4,5,3.82857142857143,5,4,5,5,5,4,4,3,4,4,5,5,3,5,4,5,5,2,4,4,3,5,3,3,5,4.72,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3.55555555555556,4,4,3,4,4,5,5,5,4,5,4,5,4.5,4.33333333333333,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,3,7,7,7,7,6.8,1.73333333333333,4,1,3.5,1.2,2,3.25,2.1,2,2.57142857142857,1.23333333333333,1.35,-0.44698712356549,0.346153846153846,-0.281229991608536,1.11690277709697,1.90009858685529,NA,NA,-1.10955996521023,NA,NA,NA,NA,1.33493314864024
2,19,0,1,5,5,5,4,5,4,4,5,5,5,4,4,5,5,4,5,5,4,4,4,4,5,5,5,4,4.83333333333333,5,4.9,4.53125,3,2,2,5,4,4,3,4,4,4,2,5,4,3,3.14285714285714,3,2,2,1,3,2,3,4,4,3,3,2,3,2,3,2,2,1,3,2,2,2,2,3,3,3,2,2,3,1,1,2,1,2,1,2.34285714285714,2,2,2,3,3,3,3,3,2,3,4,3,4,3,3,4,1,3,3,4,2,1,4,2,3,2.8,3,4,1,1,2,4,2,3,2,4,1,4,2,2,4,2.4,5,5,3,4,3,5,4,4,2,5,1,5,4.25,4.16666666666667,6,7,7,5,7,6,7,4,4,7,3,5,7,7,4,6,3,4,6,7,7,7,7,7,7,7,5.84,2.66666666666667,2.6,2,2.6,1.7,1.25,1.91666666666667,1.3,1.36363636363636,1.21428571428571,0.779569058079626,3.15,NA,0.5,-1.10734309195861,-0.340297975261025,-0.546376659775313,-0.204039401473517,0.230416826686053,0.8994674830752,NA,NA,NA,NA,-0.403664920380302
1,25,0,0,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,2,2,4,4,5,1,5,1.73333333333333,2,2,2,2,2,2,1,3,1,2,2,2,2,2,1.61538461538462,5,5,3,3,5,3,3,3,3,5,2,4,2,1,2,2,4,3,2,5,3,4,2,3,3,2,2,2,2,2,1,4,1,4,2,1.91428571428571,3,3,2,4,1,2,2,2,1,1,1,4,3,3,1,3,3,2,2,2,2,1,2,3,3,2.2,1,3,4,1,4,3,2,3,2,1,4,3,3,4,3,2.6,3,4,4,1,2,4,4,3,2,2,4,4,3,3,3,4,6,6,5,1,4,4,6,4,1,5,5,6,5,4,5,7,5,4,3,4,4,3,5,1,4.28,3.13333333333333,2.1,3,1.4,2,3.33333333333333,3.66666666666667,2.6,2.72727272727273,2.71428571428571,2.09166666666667,3.5,1.15225902545375,1.34615384615385,1.37099620909161,0.897149207506338,0.601427810627459,NA,NA,1.15819647009939,NA,NA,NA,NA,-1.48805039149099
2,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,48.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,2,2,1,2,1,1,1,1,1.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497752382236491,NA,1.74571415696998,NA,1.13668100041373,-0.90852231796777,0.601427810627459,0.851383527173937,0.758213722596211,2.29225534858734,NA,-1.9934243051705,-1.09516498925905,-1.64736038726463,-1.19251037335421
1,43,1,0,2,2,2,2,2,3,2,2,2,2,2,2,3,2,5,3,3,4,1,1,1,2,4,4,3,2,2.8,2.3,3.0625,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1.21428571428571,1,1,1,5,1,4,1,2,1,1,1,2,1,1,1,1,2,5,1,1,1,4,2,1,1,3,2,2,1,2,1,1,1,1,2,1.54285714285714,1,1,1,1,1,1,1,1,1,1,4,3,3,2,1,1,2,2,5,1,4,2,1,2,2,2.76,2,3,4,1,3,3,4,3,1,4,4,3,3,3,3,2.46666666666667,3,2,1,2,2,4,3,2,2,5,2,3,3.90909090909091,3.5,6,6,4,7,5,7,4,6,3,5,6,5,5,4,3,4,5,5,5,6,5,2,5,2,4,4,5.44,5,2.5,4.73333333333333,1.7,2,3.83333333333333,1.83333333333333,2.1,1.36363636363636,2.85714285714286,3.76666666666667,3.3,1.76835594579116,1.26923076923077,-0.281229991608536,-0.587471042452782,-0.471088129025767,NA,NA,0.18961882987548,NA,NA,NA,NA,-1.63329857637338
1,49,0,0,5,4,4,4,4,4,4,4,5,4,3,3,4,4,4,5,5,4,3,4,4,5,3,4,5,4.4,4.8,4.4,4.26666666666667,5,3,4,5,3,4,4,3,3,3,5,5,3,3,3.57142857142857,4,4,5,3,4,5,5,2,5,5,4,5,5,4,5,3,5,5,4,4,4,4,4,2,4,4,4,5,3,3,3,5,4,5,3,2.71428571428571,5,4,3,4,4,4,3,5,5,5,2,3,5,5,5,4,5,4,5,5,5,4,4,3,3,3,3,4,4,4,2,4,4,4,3,2,4,4,4,3,4,3.4,5,2,2,4,3,5,3,4,4,5,3,4,3.33333333333333,4.33333333333333,6,6,7,6,7,7,5,7,7,7,3,5,5,6,6,6,7,7,7,7,7,3,7,5,7,7,6.04,1.26666666666667,3.7,1.4,2.6,0.8,1.5,2.16666666666667,1.7,1.36363636363636,1.28571428571429,0.908333333333333,1.35,-0.737217925710685,1.96153846153846,0.379353959294991,-0.587471042452782,-0.471088129025767,NA,NA,-0.135448465021552,NA,NA,NA,NA,0.0136493566509183
2,42,1,0,5,5,5,5,5,4,4,5,4,4,3,3,5,4,5,5,4,5,5,5,5,5,4,4,5,4.5,4.6,4.5,4.36875,4,4,3,4,3,5,4,3,4,4,4,4,3,4,3.64285714285714,4,3,4,4,4,3,5,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,3,5,3,4,2,4.17142857142857,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,4,2,4,3,3,4,3,3,3,3,3,2,4,2,3,3,4,4,3,2,3,4,1,3,3.2,5,4,4,4,3,5,4,4,4,5,4,5,4.25,4.83333333333333,6,7,6,7,7,7,7,7,6,7,6,5,7,4,6,6,7,5,7,3,7,7,7,7,7,7,6.8,1.53333333333333,3.6,1,3.5,0.8,1.83333333333333,2.5,1.4,1.81818181818182,1.85714285714286,-0.79019569222965,2.05,NA,0.115384615384615,2.19710930944169,-0.340297975261025,-0.211122065206143,0.885207148020811,-0.320331573868702,-0.39417745204574,NA,NA,NA,NA,0.669856549657616
1,22,0,0,5,5,5,5,5,5,5,5,5,5,2,2,1,1,2,4,4,5,5,5,4,4,2,2,3,5,4.25,5,4.25,5,3,3,4,4,4,2,3,4,3,4,4,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,2,4,4,5,5,5,5,5,5,5,4,5,4.74285714285714,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,4,3,4,4,3.08,3,3,4,4,2,3,2,4,1,2,3,3,3,3,3,2.86666666666667,5,4,4,3,4,4,4,2,4,3,4,4,3.75,4,7,7,7,5,7,4,6,6,4,7,4,4,4,6,6,6,5,7,6,6,6,5,5,5,6,6,5.24,1.13333333333333,2.7,1.13333333333333,1.8,0.9,2,3.16666666666667,2,1.72727272727273,1.71428571428571,1.16666666666667,2,-0.956178095761838,0.0384615384615385,-1.10734309195861,1.11690277709697,-0.471088129025767,NA,NA,-1.2539131646642,NA,NA,NA,NA,0.559110607838101
2,63,1,0,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4.83333333333333,4.8,4.9,4.75,4,2,4,4,2,4,2,2,5,3,5,5,5,2,3.64285714285714,3,4,4,2,3,4,5,2,4,4,4,2,4,1,4,3,3,4,4,3,3,2,4,2,4,3,3,4,5,3,2,5,1,3,2,3.45714285714286,3,3,3,2,1,1,1,2,2,2,2,1,1,3,2,3,5,3,3,2,2,4,3,4,3,3.08,2,4,3,3,2,4,3,4,2,2,3,4,4,2,2,2.85185185185185,4,4,3,5,4,5,4,5,1,4,3,5,4.33333333333333,3.66666666666667,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6.88,1.2,3.8,1,3.7,1.1,1.08333333333333,1.75,1.2,1.18181818181818,1,-1.35733160112387,1.3,NA,0.0769230769230769,2.19710930944169,-0.340297975261025,-0.211122065206143,-0.204039401473517,-0.697645235284606,-1.18173656493721,NA,NA,NA,NA,0.0942396716683119
1,29,1,0,5,5,5,4,5,4,4,5,5,5,4,5,5,4,5,5,5,4,4,4,4,5,4,1,4,4.83333333333333,4.4,4.9,4.0625,5,5,5,5,5,4,5,2,5,4,4,5,5,5,4.85714285714286,3,1,4,3,4,5,5,5,5,5,5,3,5,5,5,3,5,5,5,3,4,4,5,4,4,4,5,5,5,5,4,3,5,5,5,4.08571428571429,4,3,5,1,1,1,1,2,2,2,2,1,1,5,1,2,3,1,1,3,3,4,2,3,3,2.64,2,1,2,4,3,4,4,4,3,4,1,4,4,1,4,3.1962962962963,3,4,4,5,4,5,3,4,1,4,5,4,4,4.33333333333333,7,6,7,7,7,6,6,7,7,6,4,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6.24,1.13333333333333,4.3,1.13333333333333,3.4,0.3,1,2.16666666666667,1,1.09090909090909,1,0.5,1.15,-0.956178095761838,0.115384615384615,-0.430267221221636,-0.587471042452782,-0.471088129025767,NA,NA,-1.10955996521023,NA,NA,NA,NA,0.892280141512043
